SpecName	accGenus	accSpecies	PalmTribe	PalmSubfamily	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness
Astrocaryum giganteum	Astrocaryum	giganteum	Cocoseae	Arecoideae	0	1	0	1	1	1	4	22	understorey	14	5.8	5.8		4			2.5			large	globose	yellow to brown-orange	"yellow; brown"	conspicuous
Astrocaryum gratum	Astrocaryum	gratum	Cocoseae	Arecoideae	0	0	1	2	1	1	5	17	understorey		7.3	5.1	2.3	5.35			3.5			large	ovoid	orange-yellow	"orange; yellow"	conspicuous
Astrocaryum huaimi	Astrocaryum	huaimi	Cocoseae	Arecoideae	0	0	1	0	1	1	7	15	canopy	12	5.5	3.5	2.1	3.55	3.2	3.9	2.75	2.5	3	small	globose	yellowish to orange	orange	conspicuous
Astrocaryum huicungo	Astrocaryum	huicungo	Cocoseae	Arecoideae	0	0	1	0	1	1	2	15	understorey		3	3		5			3.5			large	elongate	yellow orange	"yellow; orange"	conspicuous
Astrocaryum jauari	Astrocaryum	jauari	Cocoseae	Arecoideae	0	0	1	2	1	1	20	30	canopy	15	6	3.6	2.5	3.5	2.5	5	2.4	1.7	3	small	ovoid	yellow or orange at maturity	"yellow; orange"	conspicuous
Astrocaryum javarense	Astrocaryum	javarense	Cocoseae	Arecoideae	0	0	1	0	1	1	4	18	understorey	16	5.7	4.4	1.35	5.1	3.5	6.7	1.6	2.2	3	large	globose	hairy brown	brown	cryptic
Astrocaryum macrocalyx	Astrocaryum	macrocalyx	Cocoseae	Arecoideae	0	0	1			1	9	1	canopy					8			6.5			large	ovoid			
Astrocaryum malybo	Astrocaryum	malybo	Cocoseae	Arecoideae	0	1	0	1		1	0		understorey	20	6.95	5	2.05								elongate			
Astrocaryum mexicanum	Astrocaryum	mexicanum	Cocoseae	Arecoideae	0	0	1	1	1	1	6	8	canopy	11	3.6	3	0.65	3.5			1.8			small	globose	green-brownish hairs		
Astrocaryum minus	Astrocaryum	minus	Cocoseae	Arecoideae	0	0	1	2	1	1	3	15	understorey	10	3.9	3.9		1.2			1			small	globose			
Astrocaryum murumuru	Astrocaryum	murumuru	Cocoseae	Arecoideae	0	0	1	2	1	1	15	30	canopy	16	8	6	2.1	7.25	6	8.5	4.1	3.8	4.4	large	ovoid	"yellow to tan; breaking open to show orange mesocarp"	"yellow; brown"	conspicuous
Astrocaryum paramaca	Astrocaryum	paramaca	Cocoseae	Arecoideae	0	0	1	1		1	8	11	canopy	15	6.3	5	1.35	3.75	3.5	4	2.25	2	2.5	small	ovoid	brown-orange	brown	cryptic
Astrocaryum perangustatum	Astrocaryum	perangustatum	Cocoseae	Arecoideae	0	0	1	1	1	1	4	23	understorey	14	4.5		2.3	8			2.3			large				
Astrocaryum rodriguesii	Astrocaryum	rodriguesii	Cocoseae	Arecoideae	0	0	1	1	1	1	20	25	canopy	17	3.5	3.5		4			2.2	2	2.4	large	globose	"brownish to orange; dehiscent"	orange	conspicuous
Astrocaryum sciophilum	Astrocaryum	sciophilum	Cocoseae	Arecoideae	0	0	1	1	1	1	12	20	canopy	14	7.7	5.2	2.6	6.75	6.5	7	3.25	2.5	4	large	ovoid	brown	brown	cryptic
Astrocaryum scopatum	Astrocaryum	scopatum	Cocoseae	Arecoideae	0	0	1			1															elongate			
Astrocaryum sociale	Astrocaryum	sociale	Cocoseae	Arecoideae	0	2	2	1	0	1	0	0	understorey	8	3.6	2.1	1.55	5	4	6	3	2.5	3.5	large		orange	orange	conspicuous
Astrocaryum standleyanum	Astrocaryum	standleyanum	Cocoseae	Arecoideae	0	0	1	1	1	1	15	30	canopy	18	5.61	4	1.71	5.5	4	6	3.1	2.7	3.5	large		orange at maturity	orange	conspicuous
Astrocaryum triandrum	Astrocaryum	triandrum	Cocoseae	Arecoideae	0	0	1	1	1	1	5	12	understorey	8	3.09	3		5	4	6	2.75	2.5	3	large				
Astrocaryum tucuma	Astrocaryum	tucuma	Cocoseae	Arecoideae	0	0	1			1																orange	orange	conspicuous
Astrocaryum ulei	Astrocaryum	ulei	Cocoseae	Arecoideae	0	0	1	2		1	8	20	canopy	14	5.1	5.1		4.65	3.1	6.2	3	2.5	3.5	large	globose	orange brown	brown	cryptic
Astrocaryum urostachys	Astrocaryum	urostachys	Cocoseae	Arecoideae	0	0	1	2	1	1	10	20	canopy	15	8	6	2.57	7.5	6	9	2.5			large	globose	"immature fruits oviate; yellow with black spines"		
Astrocaryum vulgare	Astrocaryum	vulgare	Cocoseae	Arecoideae	0	0	1	0	1	1	15	20	canopy	16	7.5	5	2.6	4.25	3.5	5	3.2	2.5	3.7	large	ovoid	"yellow; orange"	"yellow; orange"	conspicuous
Attalea allenii	Attalea	allenii	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	15	8.33	5.1	2.98	7	6	8	4.25	3.5	5	large		light brown	brown	cryptic
Attalea amygdalina	Attalea	amygdalina	Cocoseae	Arecoideae	0	1	0	1	0	0	0.5	25	understorey	15	9.32	9		7.5	6	9	5			large	globose	brown	brown	cryptic
Attalea amylacea	Attalea	amylacea	Cocoseae	Arecoideae	0	0	1	1	0	0																		
Attalea anisitsiana	Attalea	anisitsiana	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey												ovoid			
Attalea apoda	Attalea	apoda	Cocoseae	Arecoideae	0	0	1	1	0	0	13		canopy					6	5	7	3.3	3	3.5	large	globose	brownish	brown	cryptic
Attalea attaleoides	Attalea	attaleoides	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	11	8	6	2.1	5	4.5	5.5	2.25	2	2.5	large	ovoid	brownish	brown	cryptic
Attalea barreirensis	Attalea	barreirensis	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	9	2.13	1.8	0.38	5.25	5	5.5	3.75	3	4.5	large		yellow to orange-red or crimson	"yellow; orange; red"	conspicuous
Attalea bassleriana	Attalea	bassleriana	Cocoseae	Arecoideae	0	0	1	1	0	0								9.05			5.56			large	ovoid			
Attalea blepharopus	Attalea	blepharopus	Cocoseae	Arecoideae	0	0	1	1	0	0															globose	orange-brown	brown	cryptic
Attalea brasiliensis	Attalea	brasiliensis	Cocoseae	Arecoideae	0	0	1	1	0	0	6		canopy					6			5	4.8	5.2	large	globose	orange-brown	brown	cryptic
Attalea brejinhoensis	Attalea	brejinhoensis	Cocoseae	Arecoideae	0	0	1	1	0	0	30	50	canopy		9.32	8.3		9	8	10	6	5	7	large	globose			
Attalea burretiana	Attalea	burretiana	Cocoseae	Arecoideae	0	0	1		0	0								7.27	7	8.5	4.55	5	6	large		brown to dark brown	brown	cryptic
Attalea butyracea	Attalea	butyracea	Cocoseae	Arecoideae	0	0	1	1	0	0	25	75	canopy	35	13.34	10	2.75	8.25	4.5	12	3.75	3	4.5	large	ovoid	"dull orange; yellow or brown"	"orange; yellow; brown"	conspicuous
Attalea camopiensis	Attalea	camopiensis	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey												ovoid			
Attalea cephalotus	Attalea	cephalotus	Cocoseae	Arecoideae	0	0	1	1	0	0															ovoid			
Attalea cohune	Attalea	cohune	Cocoseae	Arecoideae	0	0	1	1	0	0	25	60	canopy	30	14.35	9	4.1	6	4	8	3.9	3.3	4.5	large		brown or yellow-brown	brown	cryptic
Attalea colenda	Attalea	colenda	Cocoseae	Arecoideae	0	0	1	1	0	0	35	60	canopy	25	12.5	10	2.6	5	4	6	3.5			large	globose	orange-brown	brown	cryptic
Attalea compta	Attalea	compta	Cocoseae	Arecoideae	0	0	1	1	0	0	15		canopy		6.5	6.5		8.75	8	9.5	5.25	5	5.5	large	globose	brown	brown	cryptic
Attalea crassispatha	Attalea	crassispatha	Cocoseae	Arecoideae	0	0	1	1	0	0	20	35	canopy	19	5.4	4	1.45	3.75	3.5	4	2			small	globose	reddish	red	conspicuous
Attalea cuatrecasana	Attalea	cuatrecasana	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	10	9.36	7	2.46	12.5	11	14	8.5	7.5	9.5	large		cafe	brown	cryptic
Attalea dahlgreniana	Attalea	dahlgreniana	Cocoseae	Arecoideae	0	0	1	1	0	0	15	55	canopy	20	9.3	8.2	1.15	7.5	6	9	3.25	2.5	4	large	ovoid	brownish	brown	cryptic
Attalea degranvillei	Attalea	degranvillei	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey															
Attalea dubia	Attalea	dubia	Cocoseae	Arecoideae	0	0	1	1	0	0	25	35	canopy	35	7	7		6.25	6	6.5	3	3	4	large	elongate	reddish brown	brown	cryptic
Attalea eichleri	Attalea	eichleri	Cocoseae	Arecoideae	0	1	0	1	0	0	1.5		understorey	8	2.73	2	0.78	7.5	7	8	4.75	4	5.5	large	globose	dark brown	brown	cryptic
Attalea exigua	Attalea	exigua	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	8	1.45	1.4	0.12	5	4	6	4.25	3	5.5	large	ovoid	reddish orange to dark purple	"orange; purple"	conspicuous
Attalea fairchildensis	Attalea	fairchildensis	Cocoseae	Arecoideae	0	0	1	1	0	0					5.06	3.86	1.25								ovoid			
Attalea funifera	Attalea	funifera	Cocoseae	Arecoideae	0	0	1	1	0	0	15	30	canopy	15	12			12.5	10	15	6	3	9	large	globose	brownish	brown	cryptic
Attalea geraensis	Attalea	geraensis	Cocoseae	Arecoideae	0	1	0	1	0	0	0	0	understorey	8	2.6	2.2	0.45	6	5	7	3.75	3	4.5	large	elongate	reddish brown	brown	cryptic
Attalea guacuyule	Attalea	guacuyule	Cocoseae	Arecoideae	0	0	1	1	0	0															ovoid			
Attalea guianensis	Attalea	guianensis	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey												ovoid			
Attalea hoehnei	Attalea	hoehnei	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey												ovoid			
Attalea huebneri	Attalea	huebneri	Cocoseae	Arecoideae	0	0	1	1	0	0															globose			
Attalea humilis	Attalea	humilis	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	15	8.5	5.5	2.75	6.5	4	9	5.25	2.5	8	large	ovoid	brownish	brown	cryptic
Attalea iguadummat	Attalea	iguadummat	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	17	10.22			8.5	7	10	5.4	4.5	6.3	large	globose			
Attalea insignis	Attalea	insignis	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	15	7	6		7.5	7	8	3.75	3.5	4	large	ovoid	orange	orange	conspicuous
Attalea kewensis	Attalea	kewensis	Cocoseae	Arecoideae	0	0	1	1	0	0															globose			
Attalea lauromuelleriana	Attalea	lauromuelleriana	Cocoseae	Arecoideae	0	0	1	1	0	0															ovoid			
Attalea luetzelburgii	Attalea	luetzelburgii	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	6	8.2	4.9	3.15	5.25	5	5.5	2.25	2	2.5	large		brown	brown	cryptic
Attalea macrolepis	Attalea	macrolepis	Cocoseae	Arecoideae	0	0	1	1	0	0															elongate			
Attalea magdalenica	Attalea	magdalenica	Cocoseae	Arecoideae	0	0	1	1	0	0															globose	yellow	yellow	conspicuous
Attalea maracaibensis	Attalea	maracaibensis	Cocoseae	Arecoideae	0	0	1	1	0	0															globose			
Attalea maripa	Attalea	maripa	Cocoseae	Arecoideae	0	0	1	1	0	0	20	35	canopy	22	15.4	10	5.15	5	4	6	2.75	2.5	3	large	ovoid	"brownish; orange"	orange	conspicuous
Attalea maripensis	Attalea	maripensis	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey												globose			
Attalea microcarpa	Attalea	microcarpa	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	16	7.8	6	1.9	3.75	3.5	4	2.5	2	3	small	ovoid	"brownish; pale yellow"	yellow	conspicuous
Attalea minarum	Attalea	minarum	Cocoseae	Arecoideae	0	0	1	1	0	0																brown	brown	cryptic
Attalea moorei	Attalea	moorei	Cocoseae	Arecoideae	0	0	1	1	0	0															elongate	brown	brown	cryptic
Attalea nucifera	Attalea	nucifera	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	13	7	5	2.1	6.75	6.5	7	4.5	4	5	large	ovoid	brown	brown	cryptic
Attalea oleifera	Attalea	oleifera	Cocoseae	Arecoideae	0	0	1	1	0	0	30	45	canopy	30	11.8	9.8	2.1	9	7	11	5	4	6	large	globose	rusty brown	brown	cryptic
Attalea osmantha	Attalea	osmantha	Cocoseae	Arecoideae	0	0	1	1	0	0																greenish?		
Attalea peruviana	Attalea	peruviana	Cocoseae	Arecoideae	0	0	1	1	0	0															globose	orange	orange	conspicuous
Attalea phalerata	Attalea	phalerata	Cocoseae	Arecoideae	0	0	1	1	0	0	10	60	canopy	30	9.7	7.4	2.1	8.5	6	11	4	3	5	large	globose	"green; brown"	"green; brown"	cryptic
Attalea piassabossu	Attalea	piassabossu	Cocoseae	Arecoideae	0	0	1	1	0	0	15	50	canopy	25				8	7	9	5.25	4.5	6	large	globose			
Attalea pindobassu	Attalea	pindobassu	Cocoseae	Arecoideae	0	0	1	1	0	0	15	50	canopy	25	8.7	6.48	1.27	7.4			4.93			large		orange oily mesocarp	orange	conspicuous
Attalea plowmanii	Attalea	plowmanii	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey	15	6	6		11			6			large	ovoid	light brown	brown	cryptic
Attalea princeps	Attalea	princeps	Cocoseae	Arecoideae	0	0	1	1	0	0	15	30	canopy	12	6.22	6.22		7	6	8	3.35			large	ovoid	green brownish	green	cryptic
Attalea racemosa	Attalea	racemosa	Cocoseae	Arecoideae	0	1	0	2	0	0	0		understorey	35	6.39	4.5	1.99	7.5	6	9	4.75	4	5	large	ovoid	dark brown	brown	cryptic
Attalea rostrata	Attalea	rostrata	Cocoseae	Arecoideae	0	0	1	1	0	0	1.5	48	understorey		5										ovoid	yellow brown	brown	cryptic
Attalea salazarii	Attalea	salazarii	Cocoseae	Arecoideae	0	0	1	1	0	0															elongate			
Attalea salvadorensis	Attalea	salvadorensis	Cocoseae	Arecoideae	0	0	1	1	0	0	30		canopy		7			9			5			large	elongate			
Attalea seabrensis	Attalea	seabrensis	Cocoseae	Arecoideae	0	0	1	1	0	0	20	40	canopy		6.3	6.3		7.5	6	9	6.25	5.5	7	large		brown	brown	cryptic
Attalea septuagenata	Attalea	septuagenata	Cocoseae	Arecoideae	0	0	1	1	0	0	12	30	canopy	20	10.5	9	1.55	10.75	10	11.5	5.5	5	6	large	ovoid			
Attalea speciosa	Attalea	speciosa	Cocoseae	Arecoideae	0	0	1	1	0	0	20	41	canopy	22	7.82	6.72	1.25	9.55	6.6	12.5	6.8	3.7	9.9	large		brown	brown	cryptic
Attalea spectabilis	Attalea	spectabilis	Cocoseae	Arecoideae	0	1	0	1	0	0	1		understorey	8	4.6	4.6		5.5	5	6	3.5	3	4	large	globose	"brownish; yellowish-brown"	brown	cryptic
Attalea teixeirana	Attalea	teixeirana	Cocoseae	Arecoideae	0	2	2	1	0	0															elongate			
Attalea tessmannii	Attalea	tessmannii	Cocoseae	Arecoideae	0	0	1	1	0	0	19	40	canopy	12	11.5	9.3	2.3	12.5	12	13	6.5	6	7	large	ovoid	brownish	brown	cryptic
Attalea vitrivir	Attalea	vitrivir	Cocoseae	Arecoideae	0	0	1	1	0	0	20	50	canopy	20	8.7	7.5	1.25	12	10	14	5	4	6	large	globose			
Attalea voeksii	Attalea	voeksii	Cocoseae	Arecoideae	0	0	1	1	0	0															globose			
Attalea weberbaueri	Attalea	weberbaueri	Cocoseae	Arecoideae	0	1	0	1	0	0	0		understorey															
Attalea wesselsboeri	Attalea	wesselsboeri	Cocoseae	Arecoideae	0	0	1	1	0	0																		
Bactris acanthocarpa	Bactris	acanthocarpa	Cocoseae	Arecoideae	0	1	0	2	0	1	2	7	understorey	15	3.8	2.1	1.8	1.4			1.4	1	1.8	small	globose	orange or red	"orange; red"	conspicuous
Bactris acanthocarpoides	Bactris	acanthocarpoides	Cocoseae	Arecoideae	0	0	1	0	1	1	4	4	understorey	15	4.5	2.5	2.1	1.6			1.6	1.2	2	small	ovoid	"orange; yellowish or red"	"orange; red"	conspicuous
Bactris ana-juliae	Bactris	ana-juliae	Cocoseae	Arecoideae	0	0	1	0	1	1	3	1.5	understorey	8	0.54	0.54		1.1	1	1.2	0.9		1	small	globose	orange-red	"orange; red"	conspicuous
Bactris aubletiana	Bactris	aubletiana	Cocoseae	Arecoideae	0	0	1	2	0	1	2	0.5	understorey	11	0.18	0.18		0.6			0.6	0.5	0.7	small	globose	orange	orange	conspicuous
Bactris bahiensis	Bactris	bahiensis	Cocoseae	Arecoideae	0	0	1	2	0	1	3	1	understorey	12	0.68	0.35	0.38	1.5			1.1	1	1.2	small	ovoid	yellow-green	green	cryptic
Bactris balanophora	Bactris	balanophora	Cocoseae	Arecoideae	0	0	1	0	0	1	7	3	canopy	8	2.45	1.5		1.5			0.75	0.7	0.8	small	ovoid	orange	orange	conspicuous
Bactris barronis	Bactris	barronis	Cocoseae	Arecoideae	0	0	1	0	0	1	8	8	canopy	9	3.92	3.35	0.62	1.3			1.3	1	1.6	small	globose	orange-red	"orange; red"	conspicuous
Bactris bidentula	Bactris	bidentula	Cocoseae	Arecoideae	0	0	1	0	1	1	4	4.5	understorey	16	3	2		2			2	0.8	1.5	small	ovoid	purple-black	"purple; black"	cryptic
Bactris bifida	Bactris	bifida	Cocoseae	Arecoideae	0	0	1	0	1	1	4	2	understorey		1.7	0.7		2.5			1.25	1	1.5	small	globose	purple-black	"purple; black"	cryptic
Bactris brongniartii	Bactris	brongniartii	Cocoseae	Arecoideae	0	0	1	0	1	1	6	5	canopy	6	3.55	2.15	1.45	1.5			1.5			small		purple-black	"purple; black"	cryptic
Bactris campestris	Bactris	campestris	Cocoseae	Arecoideae	0	0	1	0	1	1	5	4	understorey	5	2.4	1.5		0.65			0.65	0.5	0.8	small	ovoid	red or orange-red	"red; orange"	conspicuous
Bactris caryotifolia	Bactris	caryotifolia	Cocoseae	Arecoideae	0	0	1	0	1	1	1.5	2	understorey	12	1.12	0.75	0.42	1.4			1.4	1	1.8	small		purple-black	"purple; black"	cryptic
Bactris caudata	Bactris	caudata	Cocoseae	Arecoideae	0	0	1	2	1	1	5	2.5	understorey	8	1	1		1.1	0.9	1.3	1.15	1.1	1.2	small	ovoid	orange-red	"orange; red"	conspicuous
Bactris charnleyae	Bactris	charnleyae	Cocoseae	Arecoideae	0	0	1	0	0	0	2	0.9	understorey	6	2.71	2.6	0.13	0.65			0.65	0.5	0.8	small	globose	orange or yellow	"orange; yellow"	conspicuous
Bactris chaveziae	Bactris	chaveziae	Cocoseae	Arecoideae	0	0	1	0	0	1	4	2	understorey	10	0.76	0.76		2.75	2	3.5	1.5	1	2	small		purple-black	"purple; black"	cryptic
Bactris coloniata	Bactris	coloniata	Cocoseae	Arecoideae	0	0	1	0	1	1	7	5	canopy	7	2.58	1.4	1.23	2.25			2.25	1.5	3	small	ovoid	"yellowish brown; red to brownish red"	"brown; red"	conspicuous
Bactris coloradonis	Bactris	coloradonis	Cocoseae	Arecoideae	0	0	1	2	1	1	10	8	canopy	6	3.12	2.1	1.07	2			1.45	1.4	1.5	small	ovoid	orange-red	"orange; red"	conspicuous
Bactris concinna	Bactris	concinna	Cocoseae	Arecoideae	0	0	1	0	0	1	8	5	canopy	10	2.97	2		3.25	2	5	1.75	1	2.5	small	ovoid	"purple-black; glossy"	"purple; black"	cryptic
Bactris constanciae	Bactris	constanciae	Cocoseae	Arecoideae	0	0	1	0	1	1	5	5	understorey	8	4	2	2.1	2			2	1.5	2.5	small	ovoid	"dark red; rosy red; or magenta-purple"	"red; purple"	conspicuous
Bactris corossilla	Bactris	corossilla	Cocoseae	Arecoideae	0	0	1	2	1	1	6	4	canopy	8	2.5	1.52		2.25	2	2.5	1.85	1.7	2	small	elongate	"yellow becomming purple-black; black"	"yellow; purple; black"	conspicuous
Bactris cubensis	Bactris	cubensis	Cocoseae	Arecoideae	0	0	1	0	1	1	6	10	canopy	10	2.5	2	0.55	1.25			1.25	1	1.5	small	globose	red	red	conspicuous
Bactris cuspidata	Bactris	cuspidata	Cocoseae	Arecoideae	0	0	1	0	0	1	1.5	0.8	understorey	5	1	0.5	0.55	1			0.7		1	small	ovoid	red	red	conspicuous
Bactris dianeura	Bactris	dianeura	Cocoseae	Arecoideae	0	0	1	0	1	1	5	3	understorey	7	1.65	1.25	0.45	1.5	1.2	1.8	1.4	1.2	1.6	small	globose	bright orange	orange	conspicuous
Bactris elegans	Bactris	elegans	Cocoseae	Arecoideae	0	0	1	0	1	1	3.5	1.5	understorey	13	1	0.6	0.45	1.35			1.35	1.2	1.5	small	ovoid	purple-black	"purple; black"	cryptic
Bactris faucium	Bactris	faucium	Cocoseae	Arecoideae	0	0	1	0	0	1	6	1.5	canopy	10	0.35	0.35		2			2			small	globose	purple-black	"purple; black"	cryptic
Bactris ferruginea	Bactris	ferruginea	Cocoseae	Arecoideae	0	0	1	0	1	1	10	10	canopy	12	2.88	2	1	1.65			1.65	1.3	2	small	ovoid	purple-black	"purple; black"	cryptic
Bactris fissifrons	Bactris	fissifrons	Cocoseae	Arecoideae	0	0	1	0	0	1	3	3	understorey	12	1.1	1.1		2.75	2.5	3	1.75	1.5	2	small		yellowish	yellow	cryptic
Bactris gasipaes	Bactris	gasipaes	Cocoseae	Arecoideae	0	0	1	2	1	1	18	25	canopy	20	4	3.5	0.55	5			4	3	5	large		"yellow; orange or red"	"yellow; orange; red"	conspicuous
Bactris gastoniana	Bactris	gastoniana	Cocoseae	Arecoideae	0	1	0	2	0	1	0.6	2	understorey	8	1.3	0.55	0.8	2.75	2.5	3	1.75	1.5	2	small		purple-black	"purple; black"	cryptic
Bactris glandulosa	Bactris	glandulosa	Cocoseae	Arecoideae	0	0	1	2	1	1	5	4.5	understorey	6	2.5	1.7	0.92	1.05			1.05	0.5	1.6	small	globose	red	red	conspicuous
Bactris glassmanii	Bactris	glassmanii	Cocoseae	Arecoideae	0	0	1	2	1	1	3	2	understorey	8	1.8	1	0.92	1.3			1.3	0.6	2	small		yellow	yellow	conspicuous
Bactris glaucescens	Bactris	glaucescens	Cocoseae	Arecoideae	0	0	1	0	1	1	4	4	understorey	16	2.08	1.71	0.42	1.6			1.6	1.2	2	small	globose	purple-black	"purple; black"	cryptic
Bactris gracilior	Bactris	gracilior	Cocoseae	Arecoideae	0	0	1	0	1	1	4	2	understorey	9	2.06	0.96	1.15	1.15	1	1.3	1	0.9	1.1	small	ovoid	orange	orange	conspicuous
Bactris grayumii	Bactris	grayumii	Cocoseae	Arecoideae	0	0	1	2	0	1	3.5	3	understorey	9	1.15	0.7	0.5	1.15	1.1	1.2	1	0.9	1.1	small	globose	orange	orange	conspicuous
Bactris guineensis	Bactris	guineensis	Cocoseae	Arecoideae	0	0	1	0	1	1	3	3	understorey	11	0.94	0.82	0.14	1.75			1.75	1.5	2	small		purple-black	"purple; black"	cryptic
Bactris halmoorei	Bactris	halmoorei	Cocoseae	Arecoideae	0	0	1	0	1	1	8	5	canopy	9	2.5	2.5		1.5			1.5		1.5	small	ovoid	orange or red	"orange; red"	conspicuous
Bactris hatschbachii	Bactris	hatschbachii	Cocoseae	Arecoideae	0	0	1	0	0	1	5	2.5	understorey		1.76	1.6	0.18	2.05	1.8	2.3	2			small	ovoid	purple-black	"purple; black"	cryptic
Bactris herrerana	Bactris	herrerana	Cocoseae	Arecoideae	0	0	1	0	1	1	3	2.5	understorey	6	1.2			1.2	0.9	1.5	1.1	0.7	1.5	small	ovoid	red	red	conspicuous
Bactris hirta	Bactris	hirta	Cocoseae	Arecoideae	0	0	1	0	0	1	3	2	understorey	8	1.69	0.8	1.01	0.75	0.5	1	0.75	0.5	1	small		"orange-red or red; to purplish black"	"orange; red; black"	conspicuous
Bactris horridispatha	Bactris	horridispatha	Cocoseae	Arecoideae	0	0	1	0	1	1	6	3	canopy	8	2.2	1.5	0.75	3.25	3	3.5	2.4	2.3	2.5	small		purple-black	"purple; black"	cryptic
Bactris jamaicana	Bactris	jamaicana	Cocoseae	Arecoideae	0	0	1	0	1	1	12	12	canopy	7	2.3	2.3		1.1			1.1	0.9	1.3	small	ovoid	orange or red	"orange; red"	conspicuous
Bactris killipii	Bactris	killipii	Cocoseae	Arecoideae	0	0	1	2	0	0	0.6	1.5	understorey	10	16	15		1.45	1.4	1.5	0.9	0.8	1	small	ovoid	orange-red	"orange; red"	conspicuous
Bactris kunorum	Bactris	kunorum	Cocoseae	Arecoideae	0	0	1	0	1	1	6	5	canopy	9	1.62	1.35	0.3	1.65	1.4	1.9	1.65	1.3	2	small	elongate	orange or red	"orange; red"	conspicuous
Bactris longiseta	Bactris	longiseta	Cocoseae	Arecoideae	0	0	1	2	1	1	4.5	2.5	understorey	7	2.2	1.35	0.97	1.55	1.5	1.6	1.55	1.5	1.6	small	ovoid	purple-brown	"purple; brown"	cryptic
Bactris macroacantha	Bactris	macroacantha	Cocoseae	Arecoideae	0	0	1	0	1	1	4	4	understorey	6	2.3	1.5	0.92	2.85	2.5	3.2	2.15	2	2.3	small		purple-black	"purple; black"	cryptic
Bactris major	Bactris	major	Cocoseae	Arecoideae	0	0	1	0	1	1	10	6	canopy	10	3.3	1.8	1.55	3.5	2.5	4.5	2.4	1.3	3.5	small	ovoid	purple-black	"purple; black"	cryptic
Bactris maraja	Bactris	maraja	Cocoseae	Arecoideae	0	0	1	0	1	1	7	4	canopy	10	2.06	1.3	0.81	1.5			1.5	1	2	small	ovoid	purple-black	"purple; black"	cryptic
Bactris martiana	Bactris	martiana	Cocoseae	Arecoideae	0	0	1	0	1	1	8	5	canopy	10	3	3		4.5	3.5	5.5	2.25	2	2.5	large		purple-black	"purple; black"	cryptic
Bactris mexicana	Bactris	mexicana	Cocoseae	Arecoideae	0	0	1	0	1	1	3	3.5	understorey	7	2.5	1.5		1.2			1.05	0.9	1.2	small	ovoid	orange	orange	conspicuous
Bactris militaris	Bactris	militaris	Cocoseae	Arecoideae	0	0	1	2	1	1	5	4	understorey	8	3	2.8	0.22	1.6			1.6	1.5	1.7	small	globose	red	red	conspicuous
Bactris moorei	Bactris	moorei	Cocoseae	Arecoideae	0	2	2																					
Bactris nancibaensis	Bactris	nancibaensis	Cocoseae	Arecoideae	0	0	1								0.7	0.7		2			2	1.5	2.5	small	ovoid	black or purple	"black; purple"	cryptic
Bactris obovata	Bactris	obovata	Cocoseae	Arecoideae	0	0	1																			red	red	conspicuous
Bactris oligocarpa	Bactris	oligocarpa	Cocoseae	Arecoideae	0	0	1	2	0	1	1.5	1	understorey	10	1.2	0.4	0.92	1.85	1.7	2	1.15	1	1.3	small	ovoid	purple-black	"purple; black"	cryptic
Bactris oligoclada	Bactris	oligoclada	Cocoseae	Arecoideae	0	0	1	0	0	1	3	1.5	understorey	12	1	0.45	0.6	1.25			1.25	1	1.5	small	ovoid	orange-red	"orange; red"	conspicuous
Bactris panamensis	Bactris	panamensis	Cocoseae	Arecoideae	0	0	1	0	0	1	3	0.9	understorey		0.9	0.62	0.31	0.85	0.7	1	0.75	0.7	0.8	small	ovoid	orange	orange	conspicuous
Bactris pickelii	Bactris	pickelii	Cocoseae	Arecoideae	0	0	1	2	0	1	3	1.5	understorey	10	0.65	0.4	0.28	1.35			1.35	1.2	1.5	small	elongate	reddish purple	purple	cryptic
